LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_1,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month,BILL_AMT_avg,BILL_AMT_trend,credit utilization ratio
230000,2,3,2,48,-1,-1,-1,-1,-1,-1,2781,12515,3090,1879,30467,4460,12540,3099,1884,30468,4473,5635,0,9198.666666666666,-1679,0.012091304347826086
20000,1,2,2,27,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
500000,1,2,2,33,0,0,0,0,0,0,3311,4254,2234,5404,2375,10078,4019,2019,5025,2011,10046,3017,0,4609.333333333333,-6767,0.006622
160000,2,2,1,50,-1,-1,-1,-1,-1,-1,1261,2261,1390,390,390,0,2261,1390,390,390,0,780,1,948.6666666666666,1261,0.00788125
50000,1,2,2,25,0,-1,2,0,0,0,1552,2452,1878,1482,326,-70,2452,0,0,0,0,3000,1,1270.0,1622,0.03104
220000,2,2,1,37,2,0,-1,-1,0,0,2345,2572,15,947,631,715,1007,16,1578,0,400,1,1,1204.1666666666667,1630,0.01065909090909091
150000,1,3,1,64,0,0,0,0,0,0,56852,58031,59202,60304,61650,0,2688,2730,2680,2850,0,0,0,49339.833333333336,56852,0.3790133333333333
180000,2,1,2,35,-1,-1,-1,0,-1,-1,11123,7883,16477,13207,73813,34935,7936,18207,0,22479,34935,5382,0,26239.666666666668,-23812,0.061794444444444444
80000,2,2,1,40,0,0,-2,-2,-2,-2,82150,0,0,0,0,0,0,0,0,0,0,0,1,13691.666666666666,82150,1.026875
50000,2,3,2,27,0,0,0,2,2,2,41991,42736,45821,46767,45886,48701,1720,3805,2000,0,3581,0,0,45317.0,-6710,0.83982
30000,2,2,2,26,1,2,2,0,0,0,5231,6299,6052,6299,7190,7469,1300,0,500,1000,400,1500,1,6423.333333333333,-2238,0.17436666666666667
180000,2,2,2,31,0,0,0,0,0,0,176731,177490,178659,138243,138023,137923,6814,7756,4788,5100,5500,5100,0,157844.83333333334,38808,0.9818388888888889
70000,1,3,1,64,0,0,0,0,0,0,62188,62848,56718,47191,45959,47635,3000,2200,1700,1700,2441,2000,0,53756.5,14553,0.8884
300000,2,1,2,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
640000,2,1,1,50,-2,-2,-2,-2,-2,-2,6482,8853,22238,9877,10110,23910,8853,22243,9877,10110,24616,5952,0,13578.333333333334,-17428,0.010128125
60000,2,1,2,28,1,-2,-2,-1,-1,0,0,0,0,619,39224,34881,0,0,619,39224,1500,1500,0,12454.0,-34881,0.0
120000,2,2,2,24,2,0,0,0,0,0,67714,51385,35160,13425,8517,6174,2102,1021,274,3001,1004,4005,1,30395.833333333332,61540,0.5642833333333334
280000,2,1,2,27,-1,-1,-1,-1,-1,-1,36382,2000,400,0,1398,4626,2000,400,0,1398,4626,0,0,7467.666666666667,31756,0.1299357142857143
260000,2,1,2,32,0,0,0,0,-1,-1,8161,10086,12985,0,560,0,2000,3000,0,560,0,0,0,5298.666666666667,8161,0.03138846153846154
50000,1,2,3,34,0,0,0,0,0,0,48538,49580,47557,20914,19646,20332,3000,3006,1500,701,1000,1000,0,34427.833333333336,28206,0.97076
70000,1,2,2,47,1,2,0,0,2,2,64586,62983,64885,68164,66948,71122,0,2950,4965,0,5289,0,0,66448.0,-6536,0.9226571428571428
50000,1,1,2,38,-1,-1,-1,-1,-1,-1,390,770,580,1380,0,390,770,590,1400,0,390,390,1,585.0,0,0.0078
470000,1,1,1,40,2,0,0,0,0,0,241153,204223,151253,138087,109094,106004,10000,5214,4500,5000,4200,5000,1,158302.33333333334,135149,0.5130914893617021
320000,2,1,1,41,-2,-2,-2,-2,-2,-2,56093,0,0,0,12974,0,0,0,0,12974,0,5616,0,11511.166666666666,56093,0.175290625
50000,2,3,2,23,0,0,0,0,0,0,49385,49527,29550,29894,30125,30192,1500,1467,1201,1236,1103,1042,0,36445.5,19193,0.9877
230000,2,3,1,32,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0
140000,2,2,2,29,0,0,0,0,0,0,43030,44335,45351,46317,55506,56609,2000,1755,1721,10000,2028,3000,0,48524.666666666664,-13579,0.3073571428571429
50000,1,2,2,25,0,0,2,0,0,0,6302,7993,8506,8716,8926,9128,1800,800,500,500,500,400,1,8261.833333333334,-2826,0.12604
450000,2,1,2,45,1,-2,-2,-2,-1,-1,0,0,0,0,4595,198,0,0,0,4595,198,5095,0,798.8333333333334,-198,0.0
500000,1,2,1,49,-1,-1,-1,-1,-1,0,371,3523,483,12988,92539,94292,3540,485,13052,92539,3160,1910,0,34032.666666666664,-93921,0.000742
20000,1,2,2,37,0,0,-2,-1,0,0,15960,0,-1953,5985,6893,8273,0,18047,7985,1000,2000,0,0,5859.666666666667,7687,0.798
230000,1,1,1,38,-1,-1,-1,-1,-1,-1,1902,2161,1144,1346,1024,-4,2170,1149,1352,1029,0,654,0,1262.1666666666667,1906,0.008269565217391304
50000,1,2,2,24,1,3,3,2,2,0,53890,54084,52026,51899,50836,47828,2200,0,1800,105,2300,1600,0,51760.5,6062,1.0778
300000,1,2,1,31,-1,-1,-1,-1,-1,-1,12793,14185,12970,14786,12794,14180,14212,12985,14816,12808,14201,14109,0,13618.0,-1387,0.04264333333333333
100000,2,3,1,36,2,2,2,2,2,2,92675,92857,80748,80708,75366,76590,3445,709,6077,2805,2906,0,0,83157.33333333333,16085,0.92675
30000,1,2,2,27,0,0,0,0,0,0,29063,28601,28503,27525,27630,0,1908,1200,2,835,0,0,0,23553.666666666668,29063,0.9687666666666667
400000,1,2,1,44,-1,-1,0,0,0,-1,6389,59407,26616,15333,9995,4175,59570,1105,10021,51,4735,1733,0,20319.166666666668,2214,0.0159725
170000,1,1,2,30,-1,2,2,-1,-1,-1,998,998,0,499,724,390,0,0,499,724,390,424,0,601.5,608,0.005870588235294118
340000,2,3,2,57,0,0,0,0,0,0,49467,50551,53490,104477,54351,25346,1880,3819,2073,5264,2571,53860,0,56280.333333333336,24121,0.14549117647058823
210000,2,2,1,35,0,0,0,0,0,0,44552,45831,46870,48089,49311,50296,2000,1800,2000,2000,1803,2000,0,47491.5,-5744,0.21215238095238095
80000,2,2,1,38,-1,-1,-1,-1,-1,-1,1894,316,316,514,316,1605,316,316,514,316,1605,316,1,826.8333333333334,289,0.023675
20000,2,1,2,24,-1,-1,-1,0,0,0,7795,4110,10269,5880,3330,4339,4112,10269,118,67,2000,2128,0,5953.833333333333,3456,0.38975
300000,2,1,1,51,-1,-1,-1,-1,-2,-2,311,830,225,0,0,0,832,225,0,0,0,0,0,227.66666666666666,311,0.0010366666666666666
20000,1,3,2,43,-1,0,0,-1,0,0,6085,6607,2800,11052,10522,9150,1045,1028,11052,311,183,0,1,7702.666666666667,-3065,0.30425
50000,1,1,1,40,0,0,0,0,0,0,50657,50529,49162,19969,19893,20282,2015,2190,809,3012,5795,2001,0,35082.0,30375,1.01314
60000,2,1,2,27,-1,-1,-1,-1,-1,2,3136,1286,1047,-239,1475,1289,1286,1047,0,3000,0,0,0,1332.3333333333333,1847,0.05226666666666667
60000,2,2,2,50,0,0,0,0,0,2,59853,24975,26000,26545,30966,30330,1500,1450,965,4864,0,1001,0,33111.5,29523,0.99755
50000,1,3,1,51,1,2,0,0,0,0,48091,47028,46672,28478,29074,29671,1,2213,1019,1055,1080,1245,1,38169.0,18420,0.96182
120000,2,2,2,26,1,2,2,2,2,2,52623,51208,57538,56019,60135,61298,0,7200,0,5200,2300,0,0,56470.166666666664,-8675,0.438525
20000,1,3,2,59,2,2,2,0,0,0,5119,5546,6302,7193,8075,8938,1500,1000,1000,1000,1000,1000,0,6862.166666666667,-3819,0.25595
240000,2,2,1,40,-1,-1,-1,-1,-1,-1,326,326,326,326,326,326,326,326,326,326,326,326,0,326.0,0,0.0013583333333333334
420000,2,1,2,36,-2,-2,-2,-2,-2,-2,0,3363,13581,1024,7853,5562,3363,13591,1026,7853,5562,990,0,5230.5,-5562,0.0
180000,2,1,2,28,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0
410000,2,3,2,28,2,2,2,2,0,0,407490,415276,384242,343283,320407,328827,16195,15282,15164,12005,15000,10507,0,366587.5,78663,0.9938780487804878
30000,1,1,2,41,0,0,0,2,2,0,16098,17130,18621,19017,18571,19264,1597,2088,1000,0,1001,380,1,18116.833333333332,-3166,0.5366
110000,1,2,2,25,2,0,0,0,0,0,38449,38433,37038,38336,12907,13541,3000,1800,2000,600,1000,5000,0,29784.0,24908,0.34953636363636365
90000,1,1,2,33,-1,-1,-1,-1,-1,2,498,498,498,498,3482,2793,498,498,498,3482,0,483,0,1377.8333333333333,-2295,0.005533333333333334
220000,1,1,1,41,-1,-1,0,-1,-1,-1,30262,37068,14271,9884,4090,6108,37092,10071,9884,4090,6108,19933,0,16947.166666666668,24154,0.13755454545454546
50000,2,3,1,57,2,0,0,0,0,0,47349,46353,38081,16970,17695,18401,1892,2600,2000,1000,1000,1500,1,30808.166666666668,28948,0.94698
30000,2,3,2,22,0,0,0,0,0,0,20741,21906,23183,13273,3027,3177,1500,1700,750,200,200,100,0,14217.833333333334,17564,0.6913666666666667
520000,1,1,1,55,-1,-1,-1,-1,-1,-1,2292,5139,8290,35024,10881,7208,5227,8309,35026,10883,7310,4890,0,11472.333333333334,-4916,0.004407692307692308
80000,2,3,1,39,2,2,2,2,2,2,48401,49326,50207,51081,52118,51129,2000,2000,2000,2001,0,4100,0,50377.0,-2728,0.6050125
20000,1,3,2,58,0,0,-2,-2,-2,-2,12066,0,0,0,0,0,0,0,0,0,0,0,0,2011.0,12066,0.6033
210000,2,1,2,29,-1,-1,-1,-1,2,-1,27371,871,871,2042,1021,1666,871,871,2042,0,1666,316,0,5640.333333333333,25705,0.13033809523809523
100000,2,2,2,28,0,0,0,0,0,0,101557,101518,97664,70995,70183,71068,5000,4000,2700,2500,2800,2600,0,85497.5,30489,1.01557
320000,2,1,1,33,1,-2,-2,-1,-1,-1,0,0,0,1248,1479,0,0,0,1248,1479,0,0,0,454.5,0,0.0
500000,2,2,1,44,0,0,0,0,0,0,38034,39044,38458,39222,40043,40854,1632,1639,1403,1452,1475,1117,0,39275.833333333336,-2820,0.076068
20000,2,3,1,41,0,0,0,0,0,2,16208,16942,18255,18468,19715,19250,1300,1600,813,1700,0,831,0,18139.666666666668,-3042,0.8104
10000,1,2,1,59,0,0,0,0,0,0,6827,7849,8704,8877,9063,9318,1290,1145,318,329,406,186,0,8439.666666666666,-2491,0.6827
310000,1,3,1,43,-1,-1,-1,0,-1,-1,4323,650,10453,10115,600,1788,650,10453,202,1098,1788,200,0,4654.833333333333,2535,0.013945161290322581
200000,2,1,2,37,-1,-1,-1,-1,0,-1,11211,12329,11846,25920,8035,8521,12329,11846,25924,161,8521,5538,0,12977.0,2690,0.056055
180000,1,3,2,29,-2,-2,-2,-2,-2,-1,4358,3160,2611,8710,5127,8758,3169,2618,8736,5142,8766,15040,0,5454.0,-4400,0.02421111111111111
50000,1,2,1,32,0,0,0,0,0,0,37293,35441,26265,19526,13250,11250,1634,1420,391,300,500,0,0,23837.5,26043,0.74586
150000,2,2,2,41,-1,-1,-1,0,-1,-1,2371,40800,1995,285,4926,5523,40824,2340,0,4970,5527,903,0,9316.666666666666,-3152,0.015806666666666667
500000,2,1,1,45,0,0,0,0,0,0,93669,101892,76452,20965,50466,61566,10147,5331,10000,30000,12000,10000,0,67501.66666666667,32103,0.187338
230000,1,2,2,31,0,0,0,0,0,0,14529,16597,18968,21435,27151,26815,5500,3000,4000,8000,4000,5000,1,20915.833333333332,-12286,0.06316956521739131
20000,1,2,2,38,0,0,0,0,0,0,19845,18245,17658,16576,13529,10387,1694,1368,547,504,347,6000,0,16040.0,9458,0.99225
190000,2,2,2,28,0,0,0,0,0,0,43072,43537,41016,40702,40676,27560,3768,3500,2500,4000,3000,3000,0,39427.166666666664,15512,0.22669473684210525
20000,2,2,2,24,0,0,0,0,0,0,19043,20210,18091,19431,19478,17492,1500,1408,5000,1000,2000,5000,0,18957.5,1551,0.95215
170000,1,3,1,51,0,0,0,0,0,0,55396,56493,55594,50417,45347,46247,8000,6000,1709,1645,1653,1725,0,51582.333333333336,9149,0.32585882352941176
210000,2,2,2,43,0,0,0,0,0,0,180962,181870,159975,138349,112371,111979,6601,5085,4087,4220,27704,73000,0,147584.33333333334,68983,0.8617238095238096
100000,1,2,1,44,2,2,2,2,3,2,59586,60842,61749,65130,63816,65011,2800,2500,5000,0,2400,2400,1,62689.0,-5425,0.59586
260000,2,2,1,42,0,0,0,0,0,2,50060,54213,49512,18657,33296,32622,5000,2655,800,15000,0,10000,0,39726.666666666664,17438,0.19253846153846155
200000,2,2,2,25,0,0,0,0,0,0,22371,24569,28630,29962,30733,39192,2569,4500,1800,2000,9000,5000,0,29242.833333333332,-16821,0.111855
90000,1,2,3,40,0,0,0,0,-1,-1,106947,71111,25286,8773,3786,390,1965,5064,5007,3788,390,390,1,36048.833333333336,106557,1.1883
470000,2,1,1,35,0,0,0,0,0,0,270005,262579,248080,232961,217802,202092,9500,9000,8086,14700,7000,9000,0,238919.83333333334,67913,0.5744787234042553
270000,2,1,2,27,-1,0,0,0,0,2,153201,136157,115733,93359,55264,11292,5933,9851,4214,4300,0,1000,0,94167.66666666667,141909,0.5674111111111111
100000,1,1,1,49,0,0,0,2,2,2,63977,64854,69258,67546,71938,73605,2500,6100,0,5500,3000,0,1,68529.66666666667,-9628,0.63977
200000,2,1,2,40,1,-2,-2,-1,-1,-1,-433,-433,-433,8567,17363,0,0,0,9000,17363,0,0,0,4105.166666666667,-433,-0.002165
70000,2,2,1,43,0,0,0,0,0,0,38173,38750,39493,39879,40314,40725,1957,1700,1408,1448,1456,1475,0,39555.666666666664,-2552,0.5453285714285714
200000,2,1,1,40,-1,-1,-1,-1,-1,-1,16204,7870,18041,4288,2270,467,7870,18090,4288,2270,467,18,0,8190.0,15737,0.08102
50000,2,2,1,31,0,0,0,0,0,0,52754,50393,25953,27350,19931,16845,3000,5000,3000,3002,3007,7000,0,32204.333333333332,35909,1.05508
90000,2,2,1,24,0,0,0,0,0,0,28329,28980,29564,29710,29700,0,1800,1774,920,1102,4014,0,0,24380.5,28329,0.31476666666666664
50000,2,2,1,30,0,0,0,0,0,0,48139,49364,50558,23921,24423,25059,2299,2493,856,887,1043,922,0,36910.666666666664,23080,0.96278
240000,2,1,1,37,-1,-1,-2,-2,-2,-2,317,0,0,0,0,0,0,0,0,0,0,0,0,52.833333333333336,317,0.0013208333333333334
140000,1,1,2,35,-1,-1,-1,-1,-1,-1,325,537,4233,857,325,325,537,4233,857,325,325,954,0,1100.3333333333333,0,0.0023214285714285715
120000,1,1,1,52,2,2,2,2,3,2,112593,112623,115258,119620,118928,121619,3300,6000,7800,1500,4800,0,0,116773.5,-9026,0.938275
460000,1,2,1,61,1,-1,-1,-1,-1,-1,0,8602,0,880,1018,99,8602,0,880,1018,99,1922,0,1766.5,-99,0.0
170000,2,2,1,25,0,-1,0,0,-1,-1,1906,3970,3406,1703,495,6616,4000,2703,0,495,6616,495,0,3016.0,-4710,0.011211764705882353
500000,2,1,1,39,0,0,0,0,0,-1,39823,61597,52210,27843,28926,11931,30006,23016,566,22323,11931,10683,0,37055.0,27892,0.079646
50000,1,2,1,51,0,0,0,0,0,0,31281,30832,20497,19465,18474,20096,2556,1582,811,700,2318,1101,0,23440.833333333332,11185,0.62562
210000,2,1,2,26,1,-1,2,0,0,-2,-12,488,488,488,-260,-506,500,0,0,0,0,0,0,114.33333333333333,494,-5.714285714285714e-05
50000,1,1,2,24,0,0,0,0,0,2,42509,43565,44530,40206,46538,47311,2041,2006,1632,7177,1701,0,0,44109.833333333336,-4802,0.85018
200000,2,2,1,42,-1,-1,-1,-1,-1,-1,326,645,586,600,485,0,645,586,600,485,0,0,0,440.3333333333333,326,0.00163
20000,2,1,2,26,-1,-1,-1,-1,-1,0,11030,5331,20985,6932,37345,28798,5331,20985,6932,37845,2000,11200,0,18403.5,-17768,0.5515
80000,2,2,1,53,1,2,2,2,0,0,9715,9415,11254,10777,12096,13895,0,2000,0,1500,2000,0,0,11192.0,-4180,0.1214375
430000,1,2,1,32,1,-1,-1,-2,-2,-2,0,2500,0,0,0,0,2500,0,0,0,0,0,1,416.6666666666667,0,0.0
350000,2,1,2,44,3,2,2,2,2,2,314607,322032,327193,333278,340791,348006,14000,12000,13000,13000,13000,12200,1,330984.5,-33399,0.8988771428571428
50000,2,2,1,34,-1,-1,-1,-1,-1,-1,2738,8192,3595,900,6483,0,8199,3622,900,6483,0,0,0,3651.3333333333335,2738,0.05476
210000,2,3,1,55,0,0,0,0,0,0,217016,204418,204377,146575,144521,147938,8049,9000,6000,5500,5816,5500,1,177474.16666666666,69078,1.0334095238095238
20000,1,2,2,51,-1,-1,-2,-1,-1,-2,780,0,-1500,780,0,0,0,0,2280,0,0,0,0,10.0,780,0.039
160000,2,2,2,29,0,0,-1,-1,-1,-1,36134,21827,421,421,2876,1949,21000,421,421,2876,1949,8090,1,10604.666666666666,34185,0.2258375
50000,2,3,1,46,2,0,0,2,2,0,25706,25040,25376,23845,21691,20426,1434,2456,784,0,778,573,1,23680.666666666668,5280,0.51412
50000,2,1,2,24,0,0,0,0,0,0,49982,49650,48321,30281,30380,28852,1963,1739,1033,1058,1041,1007,0,39577.666666666664,21130,0.99964
30000,1,3,2,31,3,2,0,0,0,2,30588,26860,21165,21281,22938,22422,0,1646,762,2000,0,647,1,24209.0,8166,1.0196
100000,1,1,2,29,2,2,2,2,2,0,48186,48924,47837,51361,50417,51400,1800,0,4321,0,2400,0,1,49687.5,-3214,0.48186
360000,1,2,2,28,0,0,0,0,0,0,35564,25173,10633,7217,7364,-7,2086,3017,144,147,0,763,0,14324.0,35571,0.09878888888888888
310000,2,2,1,34,0,0,-1,-1,-1,-1,4153,2199,5565,4050,4922,15362,1002,5565,4050,4922,15362,12000,0,6041.833333333333,-11209,0.013396774193548388
50000,2,2,3,30,2,2,0,0,0,0,40087,38281,34519,33965,33273,31960,0,1466,1282,1293,1257,3013,0,35347.5,8127,0.80174
120000,2,2,1,37,0,0,0,2,0,0,12006,13024,14795,14313,14762,14902,1171,1942,0,626,478,495,0,13967.0,-2896,0.10005
30000,2,2,2,29,1,2,0,0,0,2,16493,15545,16557,16857,18121,18375,0,1275,575,1539,700,0,1,16991.333333333332,-1882,0.5497666666666666
200000,2,2,2,30,0,0,0,0,0,0,193300,191254,176720,164729,162097,154016,6860,5870,5009,5543,6037,5002,0,173686.0,39284,0.9665
20000,1,3,2,37,0,0,0,-1,-1,-2,19716,20518,16551,1700,0,0,1547,1350,1700,0,0,0,0,9747.5,19716,0.9858
50000,2,2,2,23,0,0,0,2,0,0,47020,48383,47231,20508,20584,19625,2139,2500,6,2000,2000,2000,1,33891.833333333336,27395,0.9404
70000,2,1,2,25,0,0,0,0,0,0,8272,10128,11106,11443,10323,11150,2000,1163,500,376,1000,800,0,10403.666666666666,-2878,0.11817142857142857
290000,2,1,2,32,1,-2,-1,0,-1,-1,0,0,3786,3786,2881,2430,0,3786,0,2881,2430,0,0,2147.1666666666665,-2430,0.0
90000,2,1,2,30,2,2,3,3,3,3,750,750,750,750,2450,2150,0,0,0,2000,0,0,0,1266.6666666666667,-1400,0.008333333333333333
150000,1,2,1,37,2,2,2,2,2,2,106628,100750,86686,78497,67612,55050,7400,0,4800,1800,0,2100,1,82537.16666666667,51578,0.7108533333333333
90000,1,2,2,38,0,0,0,0,0,0,112212,109495,48950,20253,18810,19496,5170,21287,1353,1000,1000,607,0,54869.333333333336,92716,1.2468
80000,1,1,1,40,0,0,2,2,2,2,28054,31201,31594,30787,34513,34995,3600,1200,0,4246,1200,1500,1,31857.333333333332,-6941,0.350675
100000,1,1,2,32,1,2,2,0,0,0,95794,97390,94110,92823,68136,53170,4000,0,2000,2000,3000,0,0,83570.5,42624,0.95794
200000,2,2,1,41,-2,-2,-2,-1,0,0,-780,-783,909,2004,2008,0,0,1692,2004,4,54,0,0,559.6666666666666,-780,-0.0039
140000,2,2,2,31,3,3,2,2,2,2,124716,127047,128479,129869,132540,135201,5800,5000,5000,4900,5000,5000,1,129642.0,-10485,0.8908285714285714
110000,2,2,2,45,-1,-1,-1,0,0,0,836,9376,85924,33342,33193,32993,9376,85924,1167,1197,1180,1163,0,32610.666666666668,-32157,0.0076
50000,2,3,3,43,0,0,0,0,0,0,31199,36067,24727,30182,27043,25995,12009,2111,11000,1000,6000,6001,0,29202.166666666668,5204,0.62398
60000,2,2,1,42,0,0,0,0,0,0,61759,60399,38994,40338,40142,39904,2600,2000,2000,1614,1590,2000,0,46922.666666666664,21855,1.0293166666666667
130000,1,1,1,40,0,0,0,0,0,-2,25375,26128,25327,25775,0,0,1500,1852,1300,0,0,0,0,17100.833333333332,25375,0.1951923076923077
320000,2,2,1,43,0,0,0,0,0,0,181048,186444,188596,192145,195813,198648,8500,7000,6800,7000,6965,7500,0,190449.0,-17600,0.565775
120000,2,3,1,42,-1,-1,-1,0,-1,0,2207,263,4531,1211,4015,2042,263,4531,0,4015,0,1007,0,2378.1666666666665,165,0.018391666666666667
450000,2,2,2,35,1,2,0,0,0,0,347994,311267,365723,370496,374405,373155,0,90000,14011,14029,14052,14000,0,357173.3333333333,-25161,0.77332
200000,2,2,1,36,-1,0,0,0,0,0,136286,183615,184792,195062,195156,192436,50000,7000,15000,7500,7500,10000,1,181224.5,-56150,0.68143
20000,1,1,2,31,1,3,2,0,0,-2,16170,15646,14020,13345,0,0,0,5,1925,0,0,0,1,9863.5,16170,0.8085
410000,2,2,1,29,-2,-2,-2,-1,-1,0,6764,6500,6764,1743,149153,145597,6500,6764,3542,161064,5072,4891,0,52753.5,-138833,0.016497560975609758
210000,2,1,1,40,0,0,0,0,0,0,206803,207471,152365,146625,146163,146180,7876,5400,6000,6000,6000,10000,0,167601.16666666666,60623,0.9847761904761905
210000,2,1,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0
130000,1,3,1,38,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0
170000,2,1,2,27,-2,-2,-2,-2,-1,2,6504,1046,0,0,910,382,1046,0,0,910,0,532,1,1473.6666666666667,6122,0.03825882352941176
190000,2,2,1,55,0,0,0,0,0,0,104344,106814,104047,88269,90264,88823,6003,5009,5750,3500,3500,3200,0,97093.5,15521,0.5491789473684211
230000,2,1,2,28,0,0,0,0,0,0,95956,87294,85336,81640,82462,80964,4231,4061,2846,2800,2909,2601,1,85608.66666666667,14992,0.4172
120000,2,2,2,29,0,0,0,0,0,0,114538,117171,115941,116877,117359,117029,6000,5500,4160,4120,4250,4380,0,116485.83333333333,-2491,0.9544833333333334
50000,2,2,2,23,0,0,2,0,0,0,17313,20019,19399,19785,20465,20877,3000,0,709,1000,750,1000,1,19643.0,-3564,0.34626
220000,2,2,2,41,0,0,0,0,0,0,32016,29052,23115,20354,7438,4887,2004,2009,5004,1000,1000,3000,1,19477.0,27129,0.14552727272727273
320000,2,1,2,32,2,0,0,0,0,0,313383,313136,317847,313990,312070,319672,12937,13036,10072,9600,11056,9964,0,315016.3333333333,-6289,0.979321875
160000,2,2,1,27,0,0,0,-2,-2,-2,75652,44675,-183,-218,-218,-218,1020,0,0,0,0,0,1,19915.0,75870,0.472825
20000,2,2,2,23,0,0,0,0,2,0,4561,6474,8353,13192,14871,11536,2000,2000,5000,2000,1000,2000,0,9831.166666666666,-6975,0.22805
460000,2,1,2,34,1,-2,-2,-2,-2,-2,-258,-258,-258,1209,703,990,0,0,1467,703,990,3200,0,354.6666666666667,-1248,-0.0005608695652173913
490000,1,1,1,38,1,-2,-2,-1,0,0,380,380,380,15240,19656,24006,380,380,15240,5000,5000,7396,0,10007.0,-23626,0.0007755102040816326
130000,2,2,1,47,0,0,0,0,0,0,85317,86865,88760,35671,36977,38931,3813,4013,1274,1878,3116,0,0,62086.833333333336,46386,0.6562846153846154
170000,1,2,2,41,0,0,0,0,0,0,162500,122372,66038,67934,69834,71668,4781,3000,3000,3000,3000,3000,0,93391.0,90832,0.9558823529411765
150000,2,2,2,24,0,0,0,0,0,0,108924,109705,108748,108116,108951,109901,4000,5500,4000,4100,4300,4000,0,109057.5,-977,0.72616
180000,2,1,2,33,-2,-2,-2,-2,-2,-2,1246,1845,471,471,248,335,1845,471,471,248,335,200,0,769.3333333333334,911,0.006922222222222222
50000,1,3,2,35,0,0,0,-1,-1,-1,41646,43257,31473,1473,1473,3873,4000,5300,1473,1473,3873,390,0,20532.5,37773,0.83292
240000,2,4,1,44,0,0,0,0,0,0,47315,34623,34347,36082,32957,18797,3000,3500,9700,4000,6300,3000,0,34020.166666666664,28518,0.19714583333333333
390000,2,1,2,37,-1,-1,-1,-1,-1,-1,20666,20666,10000,20666,10000,10000,20666,10000,20666,10000,10000,10500,0,15333.0,10666,0.05298974358974359
50000,1,3,2,47,0,0,0,0,0,0,48593,48653,15433,15037,10527,10736,1278,1469,463,381,383,398,0,24829.833333333332,37857,0.97186
310000,1,1,1,43,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0
100000,2,1,2,28,1,-1,-1,-2,-2,-2,290,930,977,0,0,0,1534,977,0,0,0,0,0,366.1666666666667,290,0.0029
260000,2,1,2,36,-1,-1,-2,-2,-2,-1,2992,0,0,0,0,150,0,0,0,0,150,310,0,523.6666666666666,2842,0.011507692307692307
30000,2,2,2,28,0,0,0,0,2,2,28347,29880,29588,30687,25637,26468,2000,2000,2200,0,1800,0,0,28434.5,1879,0.9449
310000,1,2,2,27,-2,-2,-2,-2,-2,-1,68928,43431,61756,88416,59964,44873,43894,61816,39022,10041,15080,46146,0,61228.0,24055,0.22234838709677418
270000,1,1,2,40,0,0,0,0,0,0,193444,202284,199443,147121,162262,107338,15000,7000,10000,25000,15000,15000,0,168648.66666666666,86106,0.7164592592592592
250000,2,1,1,30,-1,-1,-1,2,-1,-1,1923,-574,2533,1607,56694,58091,900,4500,0,57000,5000,0,1,20045.666666666668,-56168,0.007692
130000,2,2,1,31,0,0,0,0,0,0,32215,33690,34859,34051,32827,16702,2000,2000,2000,1000,2000,7131,0,30724.0,15513,0.2478076923076923
220000,1,1,1,35,0,0,0,0,0,0,21960,21860,25463,28036,34552,43827,2000,4000,3000,7000,11000,3000,0,29283.0,-21867,0.09981818181818182
60000,2,2,2,48,0,0,0,0,0,0,86550,82592,77423,70653,22552,23708,3000,3000,3000,5000,3000,3000,0,60579.666666666664,62842,1.4425
120000,1,1,2,29,-2,-2,-2,-2,-2,-2,119324,119255,120584,70990,0,0,5025,4023,3300,0,0,68010,0,71692.16666666667,119324,0.9943666666666666
30000,2,2,1,35,-1,-1,2,0,0,0,11359,27657,26745,27345,25300,0,27657,0,1000,0,0,0,0,19734.333333333332,11359,0.3786333333333333
130000,2,1,2,30,2,2,2,2,2,0,124651,128263,129669,131057,128857,131469,7100,5000,5000,0,4928,4574,1,128994.33333333333,-6818,0.9588538461538462
100000,2,2,1,35,-1,-1,-1,0,0,-1,29048,0,4069,37069,20233,22227,0,4069,33000,20000,22227,20000,0,18774.333333333332,6821,0.29048
200000,2,1,2,26,0,-1,-1,-1,-1,-2,1290,599,0,253,0,0,599,0,253,0,0,0,0,357.0,1290,0.00645
